,source,author,title,description,urlToImage,publishedAt,content
0,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/steve-dent,Tesla now accepts Bitcoin in the US,"As it promised earlier this year, Tesla now accepts payment in Bitcoin, according to Tesla's website and a tweet from CEO Elon Musk.",https://s.yimg.com/os/creatr-uploaded-images/2021-03/d3bc78e0-8116-11eb-87fb-7bddf8711d48,2021-03-24T08:29:16Z,"As it promised earlier this year, Tesla now accepts payment in Bitcoin, according to Tesla's website and a tweet from CEO Elon Musk. In a subsequent tweet, Musk said that ""Bitcoin paid to Tesla will … [+1390 chars]"
1,"{'id': 'wired', 'name': 'Wired'}",Albert Fox Cahn,Vaccine Passports Can Help the US Reopen—or Further Divide Us,"Overly restrictive “yellow cards” could end up disproportionately excluding Black and Latinx citizens from jobs, schools, or even the neighborhood market.","https://media.wired.com/photos/603d75c49ce0b4203085d962/191:100/w_1280,c_limit/OpEd-Covid-Vaccine-Passport-1231007653.jpg",2021-03-02T14:00:00Z,"Having a passport in your pocket can at times feel almost magical. Borders fade away, immigration queues disappear, and suddenly the world feels more accessible. For those of us lucky enough to have … [+4451 chars]"
2,"{'id': None, 'name': 'Lifehacker.com'}",Sam Blum,Send Us Your Relationship Questions for Some 'Tough Love',"After a too-long hiatus, Lifehacker’s relationship column Tough Love is returning. The column’s new iteration will be written by me, and I’m very excited to forge a deep relationship with the site’s readers by helping them with their romantic, personal and ex…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/jlz9v75gbezd1epzceez.png",2021-03-02T16:45:00Z,"After a too-long hiatus, Lifehackers relationship column Tough Love is returning. The columns new iteration will be written by me, and Im very excited to forge a deep relationship with the sites read… [+2192 chars]"
3,"{'id': 'wired', 'name': 'Wired'}",Adam Rogers,The Raging Evolutionary War Between Humans and Covid-19,"Fighting the pandemic isn’t only about vaccines and drugs. It’s about understanding how viruses mutate and change inside us, and among us.","https://media.wired.com/photos/60395f5a490220e41e906b90/191:100/w_1280,c_limit/Science_covidevolution_1257547744.jpg",2021-03-01T12:00:00Z,"The race is on. Vaccines against the virus that causes Covid-19 are needling into shoulders around the world, the tip-of-the-hypodermic spear of a year-long scientific triumph. But that protean virus… [+4050 chars]"
4,"{'id': None, 'name': 'Lifehacker.com'}",Aisha Jordan,11 Movies and Shows That Will Inspire You to Try Something New,"The movies and TV we watch are more than just entertainment—they have the ability to impact our behavior. Inspiring characters and storylines can teach us something new and spur us to change our thinking, or even our lives. The change doesn’t even have to be …","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/i5pindq9assl2q4dqtny.png",2021-03-19T16:30:00Z,A League of Their Own is based on the first All-American Girls Professional Baseball League (AAGPBL) which began in the early 1940s. Sisters Dottie Hinson (Gina Davis) and Kit Keller (Lori Petty) joi… [+594 chars]
5,"{'id': None, 'name': 'Lifehacker.com'}",Elizabeth Yuko,How to Use Daydreams to Ward off Boredom,"Remember being at church or a school assembly as a kid and letting your mind wander, and then all of a sudden, the boring event was over? Daydreaming took us out of the place we were physically located and brought us basically anywhere else, and made the time…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/k5gzwib6uzfhffmnmrqt.jpg",2021-03-07T14:30:00Z,"Remember being at church or a school assembly as a kid and letting your mind wander, and then all of a sudden, the boring event was over? Daydreaming took us out of the place we were physically locat… [+2705 chars]"
6,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/kris-holt,Google will split a $3 million COVID-19 fact-checking fund among 11 projects,Univision will create bilingual videos to combat misinformation among Hispanic residents in the US.,https://s.yimg.com/os/creatr-uploaded-images/2021-03/9aaa11c0-81b6-11eb-9ee7-3746b582134f,2021-03-16T13:00:04Z,Google News Initiative (GNI) has revealed the 11 projects that will receive funding to provide accurate information about COVID-19 vaccines. The goal is to reach people who are underserved by other f… [+1886 chars]
7,"{'id': 'wired', 'name': 'Wired'}",WIRED Staff,Soothe Yourself With a Picture Book About the Internet Dying,"“Let us bake a pie, though we know not which recipe is rated highest.”","https://media.wired.com/photos/6050e82467c8dbe8ab36aab0/191:100/w_1280,c_limit/OFF-Interview-Top-ART.jpg",2021-03-18T13:00:00Z,"In the beginningGore created the internet, and for a while it wasnt completely awful. Nyan Cat begat Grumpy Cat, the Ice Bucket Challenge begat the Dress, and the birds practically angered themselves… [+3890 chars]"
8,"{'id': 'wired', 'name': 'Wired'}",Angela Watercutter,Social Media Reminds Us of the Year That Wasn’t,"Technology is designed to conjure up warm, fond memories. But the anniversary of lockdown has brought on a period of mourning.","https://media.wired.com/photos/604a8cf84dccef2645d3896e/191:100/w_1280,c_limit/Culture_pandemic_monitor_1221103642.jpg",2021-03-12T17:05:00Z,"The Monitor is a weekly columndevoted to everything happening in the WIRED world of culture, from movies to memes, TV to Twitter.
Ever since the advent of the Gregorian calendar, human memory has be… [+3193 chars]"
9,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/igor-bonifacic,Now Apple Maps can help you find COVID-19 vaccination sites,"Starting today, people in the US can use Apple Maps to find nearby COVID-19 vaccination sites.",https://s.yimg.com/os/creatr-uploaded-images/2021-03/bab967c0-86a9-11eb-bff9-2ad6c11278a5,2021-03-16T23:06:38Z,"Starting today, people in the US can use Apple Maps to find nearby COVID-19 vaccination sites. You can find the locations by tapping on the search bar and then the COVID-19 Vaccines icon under the ""F… [+1000 chars]"
10,"{'id': 'wired', 'name': 'Wired'}","Daniel Kreiss, Shannon McGregor",Facebook's Oversight Board Must Uphold the Ban on Trump,It's not just about penalizing the former president. It's about protecting democracy—in the US and around the world.,"https://media.wired.com/photos/6039699be9471794a22f0a88/191:100/w_1280,c_limit/Oped-Facebook-Oversight-Trump-1231037349%25202.jpg",2021-03-01T13:00:00Z,"In the coming weeks, the Facebook Oversight Board will rule on Donald Trumps indefinite suspension from the platform. This will surely be the Boards most important ruling to-date. The Boards specific… [+4898 chars]"
11,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/saqib-shah,US charges CEO of company selling encrypted devices to drug traffickers,"The US Department of Justice has charged two individuals associated with encrypted phone software maker Sky Global, including the company's CEO, for allegedly facilitating global drug trafficking organizations.",https://s.yimg.com/uu/api/res/1.2/i.KFSBEWW2bgEDxplCyoOA--~B/aD0xNzAxO3c9MjY0NDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2021-03/55195440-8585-11eb-b57f-1de02853bf2a.cf.jpg,2021-03-15T12:15:52Z,The US Department of Justice (DoJ) has announced an indictment against the head and associate of a Canada-based company that allegedly supplied custom encrypted phones to international drug trafficke… [+2142 chars]
12,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Natasha Lomas,Jobandtalent takes $120M from Softbank to enter the US market,"Spain’s Jobandtalent, a digital temp staffing agency startup which operates a dual-sided platform that matches temps with employers needing casual labor in sectors like ecommerce, warehousing, logistics and manufacturing, has grabbed €100 million (~$120M) in …",https://techcrunch.com/wp-content/uploads/2021/03/Series-D-image.png?w=712,2021-03-10T00:01:15Z,"Spain’s Jobandtalent, a digital temp staffing agency startup which operates a dual-sided platform that matches temps with employers needing casual labor in sectors like ecommerce, warehousing, logist… [+5144 chars]"
13,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Sarah Perez,"YouTube’s TikTok rival, YouTube Shorts, arrives in the US","YouTube Shorts, the company’s short-form video experience and TikTok rival, is launching today in the U.S. The feature allows creators to record, edit and share short-form video content that’s 60 seconds or less in length, optionally set to popular music. At …",https://techcrunch.com/wp-content/uploads/2019/09/youtube-ios-app.jpg?w=712,2021-03-18T13:00:00Z,"YouTube Shorts, the company’s short-form video experience and TikTok rival, is launching today in the U.S. The feature allows creators to record, edit and share short-form video content that’s 60 sec… [+6262 chars]"
14,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Daily Crunch: YouTube’s TikTok rival launches in the US,"YouTube Shorts comes to the U.S., Amazon starts testing electric delivery vans in San Francisco and new data suggests the impact of Google Play’s recent changes. This is your Daily Crunch for March 18, 2021. The big story: YouTube’s TikTok rival launches in t…",https://techcrunch.com/wp-content/uploads/2020/06/GettyImages-1149449078-e1610399732853.jpg?w=760,2021-03-18T22:14:34Z,"YouTube Shorts comes to the U.S., Amazon starts testing electric delivery vans in San Francisco and new data suggests the impact of Google Play’s recent changes. This is your Daily Crunch for March 1… [+3268 chars]"
15,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Aria Alamalhodaei,Hyzon Motors’ hydrogen fuel ambitions include two US factories,"Hyzon Motors plans to produce fuel cells, including a critical component required to power hydrogen vehicles, at two U.S. factories in a move aimed at kickstarting domestic production at a commercial scale. The hydrogen-powered truck and bus manufacturer has …",https://techcrunch.com/wp-content/uploads/2021/03/HYZON-truck.jpg?w=533,2021-03-02T00:32:33Z,"Hyzon Motors plans to produce fuel cells, including a critical component required to power hydrogen vehicles, at two U.S. factories in a move aimed at kickstarting domestic production at a commercial… [+4636 chars]"
